Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Merchant_Category,Monthly_Income,Account_Balance,KYC_Status,Region,Risk_Level,Card_Type,Spending_Level,Gender,Age
CUST6517,31-01-2025,8178.38,Credit,Online Shopping,127288,16933.28,Completed,West,Medium,Silver,Low,Male,37
CUST6684,10-07-2025,5106.58,Debit,Restaurants,127264,7492.67,Pending,West,Low,Gold,High,Male,67
CUST4034,27-06-2025,8600.99,Debit,Online Shopping,147444,9960.51,Completed,West,Low,Silver,High,Male,32
CUST4391,15-12-2024,3156.81,Credit,Bills,130617,20190.85,Completed,East,Low,Platinum,Moderate,Female,19
CUST3773,25-04-2025,4059.72,Debit,Restaurants,34888,7270.15,Completed,West,Low,Gold,Moderate,Female,61
CUST2697,09-02-2025,6965.97,Debit,Travel,149687,1843.73,Completed,South,Low,Gold,High,Other,40
CUST9686,19-08-2024,7010.22,Credit,Bills,91647,21431.9,Pending,South,Low,Silver,Moderate,Other,27
CUST5590,27-07-2024,151.94,Credit,Restaurants,78920,9839.6,Completed,East,Medium,Platinum,Low,Other,52
CUST3569,27-06-2025,8834.12,Debit,Entertainment,67663,29770.76,Completed,East,Low,Gold,Moderate,Male,50
CUST5101,24-01-2025,277.45,Credit,Entertainment,104064,11313.36,Completed,North,Low,Platinum,Moderate,Male,63
CUST5256,25-12-2024,915.77,Credit,Restaurants,93440,15475.84,Pending,South,Low,Silver,High,Male,55
CUST3081,15-06-2025,8314.75,Credit,Bills,76270,21259.81,Completed,West,Medium,Silver,Moderate,Other,52
CUST6799,18-09-2024,9742.71,Credit,Entertainment,77379,7682.87,Completed,South,Low,Gold,Low,Female,66
CUST9101,09-05-2025,2357.75,Debit,Bills,65834,23312,Completed,North,Low,Platinum,Moderate,Other,62
CUST2477,19-10-2024,2164.57,Credit,Online Shopping,51187,17982.88,Completed,South,Low,Platinum,Moderate,Male,53
CUST6659,19-06-2025,9195.45,Credit,Entertainment,40812,8052.83,Completed,East,Low,Platinum,High,Male,26
CUST8573,28-01-2025,822.93,Credit,Travel,184503,15821.32,Completed,West,Low,Silver,Low,Female,59
CUST7544,26-06-2025,9921.91,Credit,Travel,194281,9722.63,Pending,East,Low,Silver,Moderate,Female,18
CUST5020,18-07-2025,2801.53,Debit,Healthcare,152673,10405.23,Completed,West,Low,Silver,Moderate,Other,40
CUST2429,26-12-2024,3908.9,Credit,Restaurants,72261,10044.71,Completed,South,Low,Gold,Moderate,Female,23
CUST6934,10-09-2024,3953.65,Credit,Bills,153459,15211.4,Pending,West,Low,Gold,Low,Female,33
CUST6387,27-05-2025,3770.33,Debit,Healthcare,71937,18009.17,Not Started,West,Low,Platinum,Moderate,Other,42
CUST3480,03-04-2025,1064.64,Debit,Groceries,186715,5824.71,Completed,West,Low,Silver,Low,Female,29
CUST5425,07-11-2024,7683.61,Credit,Restaurants,29737,29280.84,Completed,North,Low,Gold,Moderate,Other,63
CUST5361,22-07-2024,4918.89,Debit,Travel,94559,23567.88,Not Started,West,Low,Gold,Moderate,Other,22
CUST9885,19-04-2025,3955.05,Credit,Groceries,182964,2438.75,Pending,West,Low,Gold,Moderate,Male,69
CUST1084,01-11-2024,4015.89,Debit,Bills,154325,18140.35,Pending,South,Low,Silver,High,Other,29
CUST9490,03-01-2025,958.79,Credit,Healthcare,87484,25756.2,Completed,North,Low,Silver,Moderate,Female,60
CUST6949,26-12-2024,9205.69,Credit,Restaurants,103593,21593.33,Pending,East,Medium,Platinum,Moderate,Male,22
CUST9480,10-06-2025,1442.8,Debit,Groceries,89921,29795.08,Completed,North,Low,Platinum,Moderate,Female,28
CUST6117,28-07-2024,7771.89,Debit,Groceries,124361,7285.54,Completed,South,Low,Silver,High,Female,55
CUST2748,19-07-2024,4884.42,Credit,Entertainment,182331,26488.36,Completed,North,High,Gold,Low,Other,53
CUST7732,22-04-2025,1974.5,Credit,Restaurants,171592,22971.52,Pending,East,Low,Platinum,Low,Other,43
CUST3011,12-05-2025,9831.34,Credit,Entertainment,31611,17011.65,Completed,North,Low,Silver,Low,Male,34
CUST4420,04-12-2024,1224.98,Debit,Bills,184629,24492.74,Pending,North,Low,Platinum,Moderate,Female,21
CUST6881,12-12-2024,5296.45,Credit,Restaurants,129672,23247.83,Completed,East,Low,Gold,Moderate,Male,59
CUST5804,04-07-2025,9608.46,Credit,Online Shopping,133080,3004.51,Completed,North,Medium,Silver,Low,Female,41
CUST7674,21-05-2025,5047.25,Credit,Travel,143912,23330.48,Not Started,East,Low,Gold,High,Female,33
